thisN,thisTrialN,thisRepN,probe_size_dg,correct_key,illusion_response.keys,illusion_response.corr,illusion_response.rt,illusion_response.duration,key_resp.keys,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instruction_text.started,instruction_key.started,instructions.stopped,instructions_loop.instruction_key.keys,instructions_loop.instruction_key.rt,instructions_loop.instruction_key.duration,illusion.started,probe_disk.started,target_disk.started,outer_disk_12.started,outer_disk_3.started,outer_disk_6.started,outer_disk_9.started,outer_disk_130.started,outer_disk_430.started,outer_disk_730.started,outer_disk_1030.started,illusion_response.started,fixation_cross.started,illusion.stopped,trials.illusion_response.keys,trials.illusion_response.corr,trials.illusion_response.rt,trials.illusion_response.duration,iti.started,key_resp.started,key_resp.stopped,iti.stopped,trials.key_resp.keys,end.started,end_text.started,end_text.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
43,3,4,1.4,s,s,1,1.7469276000047103,None,None,,,,,4,3,43,4,75.03940629999852,,,,,,,,,75.02376549999462,75.03940629999852,75.03940629999852,75.03940629999852,75.03940629999852,75.03940629999852,75.03940629999852,75.03940629999852,75.03940629999852,75.03940629999852,75.03940629999852,75.03940629999852,75.03940629999852,76.78983130000415,s,1,1.7469276000047103,None,76.7898736000061,76.80601339999703,77.30604620001395,77.28953629999887,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
44,4,4,1.0,s,s,1,0.5040220000082627,None,None,,,,,4,4,44,0,77.30604620001395,,,,,,,,,77.29026800001157,77.30604620001395,77.30604620001395,77.30604620001395,77.30604620001395,77.30604620001395,77.30604620001395,77.30604620001395,77.30604620001395,77.30604620001395,77.30604620001395,77.30604620001395,77.30604620001395,77.8231717000017,s,1,0.5040220000082627,None,77.82321400000365,77.83974270001636,78.33938590000616,78.32303930001217,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
45,5,4,2.0,l,l,1,0.4623476000269875,None,None,,,,,4,5,45,9,78.33938590000616,,,,,,,,,78.32379799999762,78.33938590000616,78.33938590000616,78.33938590000616,78.33938590000616,78.33938590000616,78.33938590000616,78.33938590000616,78.33938590000616,78.33938590000616,78.33938590000616,78.33938590000616,78.33938590000616,78.8064779000124,l,1,0.4623476000269875,None,78.80651940000826,78.82275379999192,79.32267220001086,79.30624830001034,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
46,6,4,1.7,l,l,1,1.2237393999821506,None,None,,,,,4,6,46,6,79.32267220001086,,,,,,,,,79.3070093000133,79.32267220001086,79.32267220001086,79.32267220001086,79.32267220001086,79.32267220001086,79.32267220001086,79.32267220001086,79.32267220001086,79.32267220001086,79.32267220001086,79.32267220001086,79.32267220001086,80.55653209998854,l,1,1.2237393999821506,None,80.55657220000285,80.5726602000068,81.07269580001594,81.05631590000121,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
47,7,4,1.6,l,l,1,1.3139909000019543,None,None,,,,,4,7,47,5,81.07269580001594,,,,,,,,,81.05708339999546,81.07269580001594,81.07269580001594,81.07269580001594,81.07269580001594,81.07269580001594,81.07269580001594,81.07269580001594,81.07269580001594,81.07269580001594,81.07269580001594,81.07269580001594,81.07269580001594,82.3897447999916,l,1,1.3139909000019543,None,82.38978450000286,82.40599600001588,82.9060562000086,82.88960759999463,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
48,8,4,1.8,l,l,1,0.7280927000101656,None,None,,,,,4,8,48,7,82.9060562000086,,,,,,,,,82.89038369999616,82.9060562000086,82.9060562000086,82.9060562000086,82.9060562000086,82.9060562000086,82.9060562000086,82.9060562000086,82.9060562000086,82.9060562000086,82.9060562000086,82.9060562000086,82.9060562000086,83.63974059998873,l,1,0.7280927000101656,None,83.63978029999998,83.65596629999345,84.15609299999778,84.1394438999996,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
49,9,4,1.1,s,s,1,1.3022231999784708,None,None,,,,,4,9,49,1,84.15609299999778,,,,,,,,,84.14021169999614,84.15609299999778,84.15609299999778,84.15609299999778,84.15609299999778,84.15609299999778,84.15609299999778,84.15609299999778,84.15609299999778,84.15609299999778,84.15609299999778,84.15609299999778,84.15609299999778,85.4732961000118,s,1,1.3022231999784708,None,85.47333420001087,85.48940590000711,85.9893510999973,85.97292729999754,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
50,0,5,1.3,s,s,1,1.2284355000010692,None,None,,,,,5,0,50,3,85.9893510999973,,,,,,,,,85.97367269999813,85.9893510999973,85.9893510999973,85.9893510999973,85.9893510999973,85.9893510999973,85.9893510999973,85.9893510999973,85.9893510999973,85.9893510999973,85.9893510999973,85.9893510999973,85.9893510999973,87.22342840000056,s,1,1.2284355000010692,None,87.22347009999794,87.23936010000762,87.73935320001328,87.72290809999686,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
51,1,5,2.0,l,l,1,0.9506887999887113,None,None,,,,,5,1,51,9,87.73935320001328,,,,,,,,,87.72368880000431,87.73935320001328,87.73935320001328,87.73935320001328,87.73935320001328,87.73935320001328,87.73935320001328,87.73935320001328,87.73935320001328,87.73935320001328,87.73935320001328,87.73935320001328,87.73935320001328,88.70634840001003,l,1,0.9506887999887113,None,88.70638769998914,88.72265000001062,89.22267960000318,89.20621309999842,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
52,2,5,1.1,s,s,1,1.099672800017288,None,None,,,,,5,2,52,1,89.22267960000318,,,,,,,,,89.20753310000873,89.22267960000318,89.22267960000318,89.22267960000318,89.22267960000318,89.22267960000318,89.22267960000318,89.22267960000318,89.22267960000318,89.22267960000318,89.22267960000318,89.22267960000318,89.22267960000318,90.32321910001338,s,1,1.099672800017288,None,90.32326100001228,90.33944509999128,90.8393131000048,90.82290580001427,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
53,3,5,1.4,s,s,1,1.0673169000074267,None,None,,,,,5,3,53,4,90.8393131000048,,,,,,,,,90.82369859999744,90.8393131000048,90.8393131000048,90.8393131000048,90.8393131000048,90.8393131000048,90.8393131000048,90.8393131000048,90.8393131000048,90.8393131000048,90.8393131000048,90.8393131000048,90.8393131000048,91.92301050000242,s,1,1.0673169000074267,None,91.92304980001063,91.93939459999092,92.43924219999462,92.42274569999427,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
54,4,5,1.7,l,l,1,0.7626306000165641,None,None,,,,,5,4,54,6,92.43924219999462,,,,,,,,,92.42349340001238,92.43924219999462,92.43924219999462,92.43924219999462,92.43924219999462,92.43924219999462,92.43924219999462,92.43924219999462,92.43924219999462,92.43924219999462,92.43924219999462,92.43924219999462,92.43924219999462,93.20646590000251,l,1,0.7626306000165641,None,93.20650490000844,93.2226265000063,93.72262059999048,93.7062442000024,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
55,5,5,1.8,l,l,1,0.6155502000183333,None,None,,,,,5,5,55,7,93.72262059999048,,,,,,,,,93.70710960001452,93.72262059999048,93.72262059999048,93.72262059999048,93.72262059999048,93.72262059999048,93.72262059999048,93.72262059999048,93.72262059999048,93.72262059999048,93.72262059999048,93.72262059999048,93.72262059999048,94.34002050000709,l,1,0.6155502000183333,None,94.34006390001741,94.35595430000103,94.85595070000272,94.8396364999935,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
56,6,5,1.2,s,s,1,0.45804739999584854,None,None,,,,,5,6,56,2,94.85595070000272,,,,,,,,,94.84037560000434,94.85595070000272,94.85595070000272,94.85595070000272,94.85595070000272,94.85595070000272,94.85595070000272,94.85595070000272,94.85595070000272,94.85595070000272,94.85595070000272,94.85595070000272,94.85595070000272,95.32303800000227,s,1,0.45804739999584854,None,95.32307949999813,95.33928270000615,95.83928079999168,95.82278940000106,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
57,7,5,1.9,l,l,1,0.4352645999751985,None,None,,,,,5,7,57,8,95.83928079999168,,,,,,,,,95.82351419999031,95.83928079999168,95.83928079999168,95.83928079999168,95.83928079999168,95.83928079999168,95.83928079999168,95.83928079999168,95.83928079999168,95.83928079999168,95.83928079999168,95.83928079999168,95.83928079999168,96.2899722000002,l,1,0.4352645999751985,None,96.29003850001027,96.30593880001106,96.80594089999795,96.78949910000665,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
58,8,5,1.6,l,l,1,1.372286300000269,None,None,,,,,5,8,58,5,96.80594089999795,,,,,,,,,96.79026470001554,96.80594089999795,96.80594089999795,96.80594089999795,96.80594089999795,96.80594089999795,96.80594089999795,96.80594089999795,96.80594089999795,96.80594089999795,96.80594089999795,96.80594089999795,96.80594089999795,98.18964620001498,l,1,1.372286300000269,None,98.1896865000017,98.20602079998935,98.7059145999956,98.68952179999906,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
59,9,5,1.0,s,s,1,0.4169899999978952,None,None,,,,,5,9,59,0,98.7059145999956,,,,,,,,,98.69028320000507,98.7059145999956,98.7059145999956,98.7059145999956,98.7059145999956,98.7059145999956,98.7059145999956,98.7059145999956,98.7059145999956,98.7059145999956,98.7059145999956,98.7059145999956,98.7059145999956,99.13955970000825,s,1,0.4169899999978952,None,99.13959910001722,99.15592099999776,99.65594359999523,99.63943010001094,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
60,0,6,1.3,s,s,1,1.6267091000045184,None,None,,,,,6,0,60,3,99.65594359999523,,,,,,,,,99.6401887999964,99.65594359999523,99.65594359999523,99.65594359999523,99.65594359999523,99.65594359999523,99.65594359999523,99.65594359999523,99.65594359999523,99.65594359999523,99.65594359999523,99.65594359999523,99.65594359999523,101.2897665000055,s,1,1.6267091000045184,None,101.28980779999983,101.30593500001123,101.8060523000022,101.78940460001468,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
61,1,6,1.2,s,s,1,0.4837026000022888,None,None,,,,,6,1,61,2,101.8060523000022,,,,,,,,,101.79015529999742,101.8060523000022,101.8060523000022,101.8060523000022,101.8060523000022,101.8060523000022,101.8060523000022,101.8060523000022,101.8060523000022,101.8060523000022,101.8060523000022,101.8060523000022,101.8060523000022,102.30660040001385,s,1,0.4837026000022888,None,102.30665260000387,102.32255939999595,102.82270129999961,102.8060792000033,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
62,2,6,1.7,l,l,1,1.2430187000136357,None,None,,,,,6,2,62,6,102.82270129999961,,,,,,,,,102.80681860001641,102.82270129999961,102.82270129999961,102.82270129999961,102.82270129999961,102.82270129999961,102.82270129999961,102.82270129999961,102.82270129999961,102.82270129999961,102.82270129999961,102.82270129999961,102.82270129999961,104.07295560001512,l,1,1.2430187000136357,None,104.0729960000026,104.08921689999988,104.58925459999591,104.57280470000114,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
63,3,6,1.0,s,s,1,0.5811050999909639,None,None,,,,,6,3,63,0,104.58925459999591,,,,,,,,,104.57356069999514,104.58925459999591,104.58925459999591,104.58925459999591,104.58925459999591,104.58925459999591,104.58925459999591,104.58925459999591,104.58925459999591,104.58925459999591,104.58925459999591,104.58925459999591,104.58925459999591,105.17311860001064,s,1,0.5811050999909639,None,105.17315919999965,105.18917090000468,105.6893354000058,105.67282169999089,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
64,4,6,2.0,l,l,1,0.48934440000448376,None,None,,,,,6,4,64,9,105.6893354000058,,,,,,,,,105.67354089999571,105.6893354000058,105.6893354000058,105.6893354000058,105.6893354000058,105.6893354000058,105.6893354000058,105.6893354000058,105.6893354000058,105.6893354000058,105.6893354000058,105.6893354000058,105.6893354000058,106.18958179999026,l,1,0.48934440000448376,None,106.18962140000076,106.20582329999888,106.70598090000567,106.68952429998899,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
65,5,6,1.4,s,s,1,0.9769348000118043,None,None,,,,,6,5,65,4,106.70598090000567,,,,,,,,,106.69026520001353,106.70598090000567,106.70598090000567,106.70598090000567,106.70598090000567,106.70598090000567,106.70598090000567,106.70598090000567,106.70598090000567,106.70598090000567,106.70598090000567,106.70598090000567,106.70598090000567,107.68955529999221,s,1,0.9769348000118043,None,107.68959460000042,107.70589079998899,108.20586290000938,108.18944290000945,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
66,6,6,1.1,s,s,1,0.5004828999808524,None,None,,,,,6,6,66,1,108.20586290000938,,,,,,,,,108.19018820000929,108.20586290000938,108.20586290000938,108.20586290000938,108.20586290000938,108.20586290000938,108.20586290000938,108.20586290000938,108.20586290000938,108.20586290000938,108.20586290000938,108.20586290000938,108.20586290000938,108.72282870000345,s,1,0.5004828999808524,None,108.72286740000709,108.73915189999389,109.23930370001472,109.22292279999238,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
67,7,6,1.8,l,l,1,0.539349200000288,None,None,,,,,6,7,67,7,109.23930370001472,,,,,,,,,109.22367750000558,109.23930370001472,109.23930370001472,109.23930370001472,109.23930370001472,109.23930370001472,109.23930370001472,109.23930370001472,109.23930370001472,109.23930370001472,109.23930370001472,109.23930370001472,109.23930370001472,109.7897546000022,l,1,0.539349200000288,None,109.78979770001024,109.80585219999193,110.30580200001714,110.28939049999462,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
68,8,6,1.6,l,s,0,1.4242648000072222,None,None,,,,,6,8,68,5,110.30580200001714,,,,,,,,,110.29017019999446,110.30580200001714,110.30580200001714,110.30580200001714,110.30580200001714,110.30580200001714,110.30580200001714,110.30580200001714,110.30580200001714,110.30580200001714,110.30580200001714,110.30580200001714,110.30580200001714,111.73959390001255,s,0,1.4242648000072222,None,111.7396326000162,111.7559048999974,112.25587429999723,112.23946710000746,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
69,9,6,1.9,l,l,1,0.4822128000087105,None,None,,,,,6,9,69,8,112.25587429999723,,,,,,,,,112.24023480000324,112.25587429999723,112.25587429999723,112.25587429999723,112.25587429999723,112.25587429999723,112.25587429999723,112.25587429999723,112.25587429999723,112.25587429999723,112.25587429999723,112.25587429999723,112.25587429999723,112.7395785000117,l,1,0.4822128000087105,None,112.73962189999293,112.75578909998876,113.25583239999833,113.23942480000551,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
70,0,7,1.8,l,l,1,1.1147108000004664,None,None,,,,,7,0,70,7,113.25583239999833,,,,,,,,,113.24059299999499,113.25583239999833,113.25583239999833,113.25583239999833,113.25583239999833,113.25583239999833,113.25583239999833,113.25583239999833,113.25583239999833,113.25583239999833,113.25583239999833,113.25583239999833,113.25583239999833,114.37298620000365,l,1,1.1147108000004664,None,114.37302699999418,114.38914600000135,114.8891500000027,114.8728192000126,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
71,1,7,1.9,l,l,1,1.673025600000983,None,None,,,,,7,1,71,8,114.8891500000027,,,,,,,,,114.87359619999188,114.8891500000027,114.8891500000027,114.8891500000027,114.8891500000027,114.8891500000027,114.8891500000027,114.8891500000027,114.8891500000027,114.8891500000027,114.8891500000027,114.8891500000027,114.8891500000027,116.5731642000028,l,1,1.673025600000983,None,116.57320129999425,116.58914490000461,117.08910710000782,117.07274390000384,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
72,2,7,1.7,l,l,1,1.5687055999878794,None,None,,,,,7,2,72,6,117.08910710000782,,,,,,,,,117.07353729999159,117.08910710000782,117.08910710000782,117.08910710000782,117.08910710000782,117.08910710000782,117.08910710000782,117.08910710000782,117.08910710000782,117.08910710000782,117.08910710000782,117.08910710000782,117.08910710000782,118.67305010001292,l,1,1.5687055999878794,None,118.67309039999964,118.68920870000147,119.1890820999979,119.17272150001372,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
73,3,7,1.1,s,s,1,0.557417300005909,None,None,,,,,7,3,73,1,119.1890820999979,,,,,,,,,119.17351729999064,119.1890820999979,119.1890820999979,119.1890820999979,119.1890820999979,119.1890820999979,119.1890820999979,119.1890820999979,119.1890820999979,119.1890820999979,119.1890820999979,119.1890820999979,119.1890820999979,119.75629499999923,s,1,0.557417300005909,None,119.75633560001734,119.7724520000047,120.27259370000684,120.25601790001383,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
74,4,7,1.2,s,s,1,1.8890477999811992,None,None,,,,,7,4,74,2,120.27259370000684,,,,,,,,,120.25683080000454,120.27259370000684,120.27259370000684,120.27259370000684,120.27259370000684,120.27259370000684,120.27259370000684,120.27259370000684,120.27259370000684,120.27259370000684,120.27259370000684,120.27259370000684,120.27259370000684,122.17291220001061,s,1,1.8890477999811992,None,122.17296080000233,122.18914299999597,122.68920300001628,122.67278329998953,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
75,5,7,1.4,s,s,1,1.344618699979037,None,None,,,,,7,5,75,4,122.68920300001628,,,,,,,,,122.67355289999978,122.68920300001628,122.68920300001628,122.68920300001628,122.68920300001628,122.68920300001628,122.68920300001628,122.68920300001628,122.68920300001628,122.68920300001628,122.68920300001628,122.68920300001628,122.68920300001628,124.04003490001196,s,1,1.344618699979037,None,124.04007580000325,124.05586620001122,124.55584479999379,124.53949190001003,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
76,6,7,1.6,l,l,1,1.206754799990449,None,None,,,,,7,6,76,5,124.55584479999379,,,,,,,,,124.54027729999507,124.55584479999379,124.55584479999379,124.55584479999379,124.55584479999379,124.55584479999379,124.55584479999379,124.55584479999379,124.55584479999379,124.55584479999379,124.55584479999379,124.55584479999379,124.55584479999379,125.77298270000028,l,1,1.206754799990449,None,125.77302480000071,125.78907840000466,126.28907769999932,126.27266300001065,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
77,7,7,2.0,l,l,1,0.5934102000028361,None,None,,,,,7,7,77,9,126.28907769999932,,,,,,,,,126.27397629999905,126.28907769999932,126.28907769999932,126.28907769999932,126.28907769999932,126.28907769999932,126.28907769999932,126.28907769999932,126.28907769999932,126.28907769999932,126.28907769999932,126.28907769999932,126.28907769999932,126.88960409999709,l,1,0.5934102000028361,None,126.88964110001689,126.90580010000849,127.40574310001102,127.38941679999698,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
78,8,7,1.0,s,s,1,0.340531199995894,None,None,,,,,7,8,78,0,127.40574310001102,,,,,,,,,127.39019279999775,127.40574310001102,127.40574310001102,127.40574310001102,127.40574310001102,127.40574310001102,127.40574310001102,127.40574310001102,127.40574310001102,127.40574310001102,127.40574310001102,127.40574310001102,127.40574310001102,127.75652600001195,s,1,0.340531199995894,None,127.75656999999774,127.77241390000563,128.27241790000699,128.25604249999742,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
79,9,7,1.3,s,s,1,0.7697708000196144,None,None,,,,,7,9,79,3,128.27241790000699,,,,,,,,,128.25681059999624,128.27241790000699,128.27241790000699,128.27241790000699,128.27241790000699,128.27241790000699,128.27241790000699,128.27241790000699,128.27241790000699,128.27241790000699,128.27241790000699,128.27241790000699,128.27241790000699,129.05626820001635,s,1,0.7697708000196144,None,129.05630960001145,129.07233970001107,129.5725298000034,129.55634090001695,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
80,0,8,1.1,s,s,1,0.5092995000013616,None,None,,,,,8,0,80,1,129.5725298000034,,,,,,,,,129.55708629998844,129.5725298000034,129.5725298000034,129.5725298000034,129.5725298000034,129.5725298000034,129.5725298000034,129.5725298000034,129.5725298000034,129.5725298000034,129.5725298000034,129.5725298000034,129.5725298000034,130.09011170000304,s,1,0.5092995000013616,None,130.09017820001463,130.10591670000576,130.6057606000104,130.58924989998923,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
81,1,8,1.2,s,s,1,0.8207994000113104,None,None,,,,,8,1,81,2,130.6057606000104,,,,,,,,,130.59005369999795,130.6057606000104,130.6057606000104,130.6057606000104,130.6057606000104,130.6057606000104,130.6057606000104,130.6057606000104,130.6057606000104,130.6057606000104,130.6057606000104,130.6057606000104,130.6057606000104,131.43965020001633,s,1,0.8207994000113104,None,131.4396919000137,131.45567520000623,131.9558468000032,131.93934179999633,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
82,2,8,1.4,s,s,1,0.6223942999786232,None,None,,,,,8,2,82,4,131.9558468000032,,,,,,,,,131.94008110000868,131.9558468000032,131.9558468000032,131.9558468000032,131.9558468000032,131.9558468000032,131.9558468000032,131.9558468000032,131.9558468000032,131.9558468000032,131.9558468000032,131.9558468000032,131.9558468000032,132.5896192000073,s,1,0.6223942999786232,None,132.58968460001051,132.60570889999508,133.10584150001523,133.0891310000152,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
83,3,8,2.0,l,l,1,0.496136400004616,None,None,,,,,8,3,83,9,133.10584150001523,,,,,,,,,133.0898664999986,133.10584150001523,133.10584150001523,133.10584150001523,133.10584150001523,133.10584150001523,133.10584150001523,133.10584150001523,133.10584150001523,133.10584150001523,133.10584150001523,133.10584150001523,133.10584150001523,133.60622600000352,l,1,0.496136400004616,None,133.60626269999193,133.62232230001246,134.12244189999183,134.105939400004,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
84,4,8,1.0,s,s,1,0.7123098000010941,None,None,,,,,8,4,84,0,134.12244189999183,,,,,,,,,134.10671590000857,134.12244189999183,134.12244189999183,134.12244189999183,134.12244189999183,134.12244189999183,134.12244189999183,134.12244189999183,134.12244189999183,134.12244189999183,134.12244189999183,134.12244189999183,134.12244189999183,134.83966309999232,s,1,0.7123098000010941,None,134.83970579999732,134.85569389999728,135.35568810001132,135.33919319999404,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
85,5,8,1.3,s,s,1,0.534732999978587,None,None,,,,,8,5,85,3,135.35568810001132,,,,,,,,,135.33995960000902,135.35568810001132,135.35568810001132,135.35568810001132,135.35568810001132,135.35568810001132,135.35568810001132,135.35568810001132,135.35568810001132,135.35568810001132,135.35568810001132,135.35568810001132,135.35568810001132,135.9060587999993,s,1,0.534732999978587,None,135.90609579999,135.92230979999295,136.42230350000318,136.40615950000938,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
86,6,8,1.8,l,l,1,1.083417299989378,None,None,,,,,8,6,86,7,136.42230350000318,,,,,,,,,136.4069209000154,136.42230350000318,136.42230350000318,136.42230350000318,136.42230350000318,136.42230350000318,136.42230350000318,136.42230350000318,136.42230350000318,136.42230350000318,136.42230350000318,136.42230350000318,136.42230350000318,137.50677440001164,l,1,1.083417299989378,None,137.50681859999895,137.52247299999,138.0223501000146,138.00607070000842,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
87,7,8,1.9,l,l,1,0.571442799991928,None,None,,,,,8,7,87,8,138.0223501000146,,,,,,,,,138.00684010001714,138.0223501000146,138.0223501000146,138.0223501000146,138.0223501000146,138.0223501000146,138.0223501000146,138.0223501000146,138.0223501000146,138.0223501000146,138.0223501000146,138.0223501000146,138.0223501000146,138.60620109998854,l,1,0.571442799991928,None,138.6062385000114,138.62229920001118,139.12228539999342,139.10603980001179,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
88,8,8,1.7,l,s,0,4.016217199998209,None,None,,,,,8,8,88,6,139.12228539999342,,,,,,,,,139.10677650000434,139.12228539999342,139.12228539999342,139.12228539999342,139.12228539999342,139.12228539999342,139.12228539999342,139.12228539999342,139.12228539999342,139.12228539999342,139.12228539999342,139.12228539999342,139.12228539999342,143.1396372000163,s,0,4.016217199998209,None,143.13967900001444,143.15562790000695,143.65563560000737,143.63922370001092,None,,,,,test,001,2025-03-26_08h07.29.253,ebbinghaus_illusion,2024.2.4,60.56803121992012,2025-03-26 08h07.39.146910 +1300,
